hhid,year,member_id,n_jobs,n_wage_agri,n_wage_nonagri,n_self_agri,n_self_nonagri,worked,n_wage_jobs,longterm_income_rs_member,contract_income_rs_member,has_sec_primary,has_sec_secondary,has_sec_tertiary,daily_income_rs_member,wage_total_income_member
4612,2017,22841,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,2017,22840,1,0,1,0,0,1,1,0,0,0,1,0,112700,112700
4612,2017,22842,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,2017,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,2017,22839,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4613,2017,22847,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,2017,31993,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,2017,2234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,2017,22846,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4613,2017,22845,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4613,2017,22844,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4614,2017,22850,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,2017,22849,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,2017,22848,2,1,0,1,0,1,1,0,0,1,0,0,34500,34500
4615,2017,22854,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,2017,22851,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4615,2017,22853,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,2017,22852,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,2017,22855,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4616,2017,22861,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4616,2017,22860,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4616,2017,22857,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4616,2017,1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4616,2017,22859,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4616,2017,22856,1,0,1,0,0,1,1,455294,0,0,0,1,0,455294
4616,2017,22858,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4617,2017,22863,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4617,2017,22862,1,0,0,0,1,1,0,0,0,0,0,0,0,0
4617,2017,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4618,2017,22864,1,1,0,0,0,1,1,0,0,1,0,0,15000,15000
4618,2017,22866,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4618,2017,22865,1,0,1,0,0,1,1,0,0,0,1,0,91800,91800
4619,2017,32002,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4619,2017,22869,2,0,0,1,1,1,0,0,0,0,0,0,0,0
4619,2017,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4619,2017,22867,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4619,2017,22868,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4620,2017,22870,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4620,2017,22872,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4620,2017,2285,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4620,2017,22871,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4620,2017,1876,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4620,2017,22873,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4621,2017,22875,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4621,2017,22874,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4621,2017,22877,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4621,2017,22876,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4621,2017,22878,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4622,2017,22880,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4622,2017,22879,2,0,0,1,1,1,0,0,0,0,0,0,0,0
4622,2017,22883,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4622,2017,22881,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4622,2017,22882,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4623,2017,22885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4623,2017,22887,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4623,2017,22884,1,0,1,0,0,1,1,300500,0,0,0,1,0,300500
4623,2017,22886,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4624,2017,22892,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4624,2017,22889,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4624,2017,22888,2,0,1,1,0,1,1,0,0,0,1,0,52500,52500
4624,2017,22891,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4624,2017,22890,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4624,2017,1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4625,2017,22895,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4625,2017,22896,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4625,2017,22893,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4625,2017,22894,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4626,2017,22900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4626,2017,22898,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4626,2017,22899,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4626,2017,22897,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4627,2017,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4627,2017,22904,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4627,2017,22902,1,0,0,0,1,1,0,0,0,0,0,0,0,0
4627,2017,22905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4627,2017,22901,2,0,1,0,1,1,1,360392,0,0,0,1,0,360392
4627,2017,22903,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4627,2017,22906,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4628,2017,22909,1,1,0,0,0,1,1,0,0,1,0,0,21800,21800
4628,2017,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4628,2017,22911,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4628,2017,22907,1,1,0,0,0,1,1,0,0,1,0,0,75200,75200
4628,2017,22910,1,1,0,0,0,1,1,0,0,1,0,0,47000,47000
4628,2017,22908,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4628,2017,2187,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4629,2017,22913,1,1,0,0,0,1,1,0,0,1,0,0,47400,47400
4629,2017,22912,1,0,1,0,0,1,1,0,0,0,1,0,29600,29600
4630,2017,22917,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4630,2017,22915,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4630,2017,22914,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4630,2017,22916,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4630,2017,22918,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4630,2017,22919,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4631,2017,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4631,2017,22921,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4631,2017,22920,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4631,2017,22924,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4631,2017,22923,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4631,2017,22922,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4631,2017,1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4632,2017,22928,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4632,2017,22929,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4632,2017,22926,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4632,2017,22931,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4632,2017,22930,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4632,2017,22925,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4632,2017,22927,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4633,2017,22932,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4633,2017,22933,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4633,2017,22935,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4633,2017,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4633,2017,22934,1,0,0,0,1,1,0,0,0,0,0,0,0,0
4633,2017,1534,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4633,2017,22936,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4634,2017,22938,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4634,2017,22939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4634,2017,22937,2,0,0,1,1,1,0,0,0,0,0,0,0,0
4635,2017,22943,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4635,2017,22944,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4635,2017,22945,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4635,2017,22941,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4635,2017,22942,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4635,2017,22940,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4635,2017,22946,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4636,2017,22948,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4636,2017,22951,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4636,2017,22950,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4636,2017,22947,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4636,2017,22949,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4636,2017,22952,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4637,2017,22954,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4637,2017,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4637,2017,22953,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4637,2017,22955,1,0,1,0,0,1,1,264000,0,0,0,1,0,264000
4637,2017,22959,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4637,2017,22957,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4637,2017,22956,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4637,2017,22958,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4638,2017,22961,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4638,2017,1936,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4638,2017,22960,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4639,2017,22963,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4639,2017,22962,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4639,2017,22964,1,0,0,0,1,1,0,0,0,0,0,0,0,0
4640,2017,22966,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4640,2017,22970,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4640,2017,22967,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4640,2017,22969,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4640,2017,22965,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4640,2017,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4640,2017,22971,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4640,2017,1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4640,2017,22968,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4640,2017,22972,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4641,2017,22974,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4641,2017,22975,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4641,2017,22973,1,0,1,0,0,1,1,228000,0,0,0,1,0,228000
4642,2017,22979,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4642,2017,22982,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4642,2017,22978,1,0,1,0,0,1,1,180000,0,0,0,1,0,180000
4642,2017,22984,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4642,2017,22985,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4642,2017,22980,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4642,2017,22976,1,0,1,0,0,1,1,267000,0,0,0,1,0,267000
4642,2017,22977,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4642,2017,22983,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4642,2017,22981,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4643,2017,22989,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4643,2017,22986,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4643,2017,22988,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4643,2017,22987,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4644,2017,22990,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4644,2017,22994,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,2017,22993,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,2017,22991,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,2017,22992,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,2017,22998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,2017,22997,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,2017,22996,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4645,2017,22995,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4646,2017,22999,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4646,2017,23001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4646,2017,23000,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4647,2017,2286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4647,2017,23002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4647,2017,23005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4647,2017,23004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4647,2017,23003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4648,2017,23007,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4648,2017,2235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4648,2017,23011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4648,2017,23009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4648,2017,23008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4648,2017,23010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4648,2017,23006,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4649,2017,1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4649,2017,23012,1,1,0,0,0,1,1,0,0,1,0,0,44500,44500
4649,2017,23013,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4649,2017,23014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4649,2017,23015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4650,2017,23017,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4650,2017,23018,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4650,2017,23016,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4651,2017,23021,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4651,2017,23020,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4651,2017,23023,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4651,2017,23025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4651,2017,23022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4651,2017,23024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4651,2017,23019,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4652,2017,23026,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4652,2017,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4652,2017,23028,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4652,2017,23027,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4652,2017,33315,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4653,2017,23032,1,0,1,0,0,1,1,0,0,0,1,0,137700,137700
4653,2017,23029,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4653,2017,23033,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4653,2017,23031,1,0,1,0,0,1,1,0,0,0,1,0,136000,136000
4653,2017,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4653,2017,23034,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4653,2017,23030,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4654,2017,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4654,2017,23035,2,0,1,1,0,1,1,0,0,0,1,0,240000,240000
4654,2017,23036,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4654,2017,2431,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4654,2017,23037,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4655,2017,23039,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4655,2017,23040,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4655,2017,23038,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4655,2017,23041,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4656,2017,23043,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4656,2017,23042,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4657,2017,23046,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4657,2017,23044,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4657,2017,23045,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4658,2017,23047,2,0,1,1,0,1,1,148000,0,0,0,1,0,148000
4658,2017,2513,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4658,2017,23048,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4659,2017,23054,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4659,2017,23051,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4659,2017,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4659,2017,23053,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4659,2017,23052,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4659,2017,23050,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4659,2017,23049,2,0,2,0,0,1,2,0,100000,0,1,0,42000,142000
4660,2017,23059,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4660,2017,23056,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4660,2017,23057,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4660,2017,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4660,2017,23055,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4660,2017,23060,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4660,2017,23058,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4661,2017,23063,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4661,2017,23061,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4661,2017,969,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4661,2017,23062,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4662,2017,23065,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4662,2017,23066,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4662,2017,23064,2,0,0,1,1,1,0,0,0,0,0,0,0,0
4662,2017,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4662,2017,2188,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4662,2017,23067,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4663,2017,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4663,2017,23068,2,0,0,1,1,1,0,0,0,0,0,0,0,0
4663,2017,23069,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4663,2017,1877,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4665,2017,23075,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4665,2017,23080,2,0,1,1,0,1,1,0,0,0,1,0,78000,78000
4665,2017,23076,2,0,1,1,0,1,1,0,0,0,1,0,79200,79200
4665,2017,33273,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4665,2017,23077,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4665,2017,23078,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4665,2017,23074,2,0,1,1,0,1,1,66500,0,0,0,0,0,66500
4665,2017,23079,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4666,2017,23082,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4666,2017,23081,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4667,2017,1569,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4667,2017,23085,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4667,2017,23086,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4667,2017,23084,1,0,1,0,0,1,1,180000,0,0,0,1,0,180000
4667,2017,23083,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4668,2017,23089,1,0,1,0,0,1,1,0,0,0,0,1,0,0
4668,2017,23095,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4668,2017,23088,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4668,2017,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4668,2017,23093,1,0,1,0,0,1,1,0,0,0,0,0,178750,178750
4668,2017,23092,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4668,2017,23087,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4668,2017,23091,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4668,2017,23094,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4668,2017,23090,2,0,0,2,0,1,0,0,0,0,0,0,0,0
4668,2017,23096,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4669,2017,23101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4669,2017,23097,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4669,2017,23102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4669,2017,23098,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4669,2017,23100,1,0,1,0,0,1,1,120294,0,0,0,1,0,120294
4669,2017,23099,1,0,1,0,0,1,1,0,0,0,0,1,125500,125500
4670,2017,33699,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4670,2017,23103,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4670,2017,23108,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4670,2017,23106,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4670,2017,23111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4670,2017,23110,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4670,2017,23104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4670,2017,23107,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4670,2017,2134,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4670,2017,23105,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4670,2017,23109,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4671,2017,23113,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4671,2017,23114,1,0,1,0,0,1,1,202000,0,0,0,1,0,202000
4671,2017,23112,1,0,0,0,1,1,0,0,0,0,0,0,0,0
4671,2017,23116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4671,2017,23115,1,0,1,0,0,1,1,125000,0,0,0,1,0,125000
4672,2017,23118,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4672,2017,23119,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4672,2017,23117,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4672,2017,23120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4673,2017,23121,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4673,2017,23124,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4673,2017,23122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4673,2017,23125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4673,2017,23123,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4673,2017,23126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4674,2017,23129,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4674,2017,23130,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4674,2017,23128,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4674,2017,23127,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4674,2017,23132,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4674,2017,23131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4675,2017,33262,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4675,2017,23136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4675,2017,23134,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4675,2017,23133,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4675,2017,23135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4676,2017,23137,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4676,2017,23140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4676,2017,23139,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4676,2017,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4676,2017,23138,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4677,2017,23143,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4677,2017,23142,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4677,2017,23144,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4677,2017,23141,1,0,1,0,0,1,1,403000,0,0,0,1,0,403000
4678,2017,23145,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4678,2017,23151,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4678,2017,23148,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4678,2017,23146,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4678,2017,23147,1,0,1,0,0,1,1,0,0,0,1,0,200200,200200
4678,2017,23149,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4678,2017,1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4678,2017,23150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4678,2017,970,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4678,2017,23152,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4679,2017,23155,1,0,1,0,0,1,1,182500,0,0,0,1,0,182500
4679,2017,23154,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4679,2017,33241,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4679,2017,23153,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4680,2017,23160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4680,2017,23156,1,0,0,0,1,1,0,0,0,0,0,0,0,0
4680,2017,23158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4680,2017,23157,1,0,0,0,1,1,0,0,0,0,0,0,0,0
4680,2017,23159,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4681,2017,1535,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4681,2017,2074,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4681,2017,23161,1,1,0,0,0,1,1,0,0,1,0,0,79600,79600
4681,2017,23165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4681,2017,23162,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4681,2017,23163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4681,2017,23164,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4681,2017,23166,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4682,2017,23167,1,0,0,1,0,1,0,0,0,0,0,0,0,0
